user_id,movie_id,rating,timestamp
2060,1544,2,974661384
2060,1552,1,974661384
2060,1556,1,974685450
2060,2502,2,990133172
2060,3160,2,975370292
2060,1704,3,974660447
2060,1562,2,974661480
2060,3316,4,974660935
2060,3317,3,987686523
2060,3173,1,977809769
2060,3174,2,974660421
2060,3175,4,974661179
2060,1717,2,974681780
2060,1573,2,974660072
2060,3178,3,974662333
2060,104,3,974681184
2060,1721,3,974659127
2060,1580,4,974660039
2060,1729,4,974660511
2060,1588,2,974683741
2060,2391,4,974680238
2060,2395,3,974680345
2060,2541,3,974681764
2060,3361,4,974659658
2060,2706,3,974681090
2060,2568,2,974686236
2060,150,4,974660511
2060,153,2,974661384
2060,3510,2,977793839
2060,2710,2,974681212
2060,2712,3,974681153
2060,2716,5,974659658
2060,2571,4,974659963
2060,2572,4,974681229
2060,300,4,974680326
2060,303,4,974661297
2060,305,1,974684642
2060,1777,3,974681453
2060,2723,3,974661331
2060,2580,4,974680444
2060,3386,4,974680733
2060,1784,3,974680266
2060,317,4,974681184
2060,318,5,974679993
2060,172,2,974685027
2060,173,1,974661430
2060,174,3,974683865
2060,328,4,974684388
2060,10,4,974661217
2060,14,3,974681335
2060,16,4,974680374
2060,193,3,974685100
2060,196,4,974684131
2060,3555,3,974660828
2060,3556,3,978146614
2060,1954,5,1035086705
2060,2759,4,974681229
2060,21,4,974659999
2060,344,3,974681780
2060,25,2,974660595
2060,3707,5,974661817
2060,2907,3,974684037
2060,2762,5,974661618
2060,2763,1,974660101
2060,1961,4,974659185
2060,2769,3,991100019
2060,355,1,974684637
2060,356,5,974680148
2060,36,3,974660359
2060,39,3,974680134
2060,2916,5,974659999
2060,2770,3,974680987
2060,3578,3,977793704
2060,45,5,974660447
2060,1042,5,974680677
2060,50,3,999869317
2060,377,1,974660039
2060,2791,5,974662838
2060,520,2,974684438
2060,2794,2,974662943
2060,2795,5,974662943
2060,1059,2,974660641
2060,380,4,974661243
2060,527,3,974660310
2060,60,4,974661297
2060,65,3,974685068
2060,2002,2,974681742
2060,2007,3,974685716
2060,1060,4,1000692101
2060,2948,4,974662855
2060,537,3,974684169
2060,70,4,974683832
2060,71,2,974684683
2060,2011,4,977793973
2060,2012,3,977793973
2060,3752,1,980049914
2060,3753,4,977978762
2060,1213,4,974679973
2060,3755,4,974660913
2060,2953,2,974685180
2060,1073,5,982177605
2060,2959,2,982512137
2060,543,3,974681212
2060,1079,3,974659618
2060,1221,3,1015211668
2060,2024,2,974681212
2060,3765,3,974684245
2060,2028,4,974659963
2060,552,2,974661331
2060,1089,4,974680060
2060,95,1,974683531
2060,3911,3,1000563438
2060,1235,4,1011752197
2060,1092,5,974681620
2060,1094,2,974680161
2060,708,2,974680645
2060,562,4,1034768334
2060,1240,5,974662017
2060,3785,4,978146645
